age,education,marital-status,race,income
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,Asian-Pac-Islander,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Black,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,Black,<=50K
*,Advanced,*,White,>50K
*,College,*,Black,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Asian-Pac-Islander,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,Asian-Pac-Islander,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,Advanced,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,Asian-Pac-Islander,<=50K
*,High School,*,Asian-Pac-Islander,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,Black,>50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,White,>50K
*,College,*,White,>50K
*,High School,*,Black,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,Black,>50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,>50K
*,College,*,Amer-Indian-Eskimo,<=50K
*,High School,*,Asian-Pac-Islander,<=50K
*,High School,*,White,>50K
*,Advanced,*,Black,>50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Amer-Indian-Eskimo,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,Other,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Asian-Pac-Islander,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Asian-Pac-Islander,>50K
*,College,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,College,*,White,>50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,Black,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,Asian-Pac-Islander,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,Asian-Pac-Islander,<=50K
*,High School,*,White,>50K
*,High School,*,White,>50K
*,College,*,Asian-Pac-Islander,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,Asian-Pac-Islander,>50K
*,College,*,Black,<=50K
*,Advanced,*,Black,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,>50K
*,High School,*,Other,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,Other,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,>50K
*,College,*,Asian-Pac-Islander,<=50K
*,Advanced,*,White,>50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Amer-Indian-Eskimo,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,>50K
*,High School,*,White,>50K
*,College,*,Black,>50K
*,High School,*,White,>50K
*,College,*,Asian-Pac-Islander,>50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Amer-Indian-Eskimo,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,>50K
*,College,*,Black,<=50K
*,College,*,White,>50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,Other,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,Black,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,>50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,High School,*,Amer-Indian-Eskimo,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Asian-Pac-Islander,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Amer-Indian-Eskimo,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,High School,*,Amer-Indian-Eskimo,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,>50K
*,College,*,Black,<=50K
*,High School,*,Black,<=50K
*,College,*,White,>50K
*,Advanced,*,Black,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,Asian-Pac-Islander,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Asian-Pac-Islander,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,Black,>50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,Black,>50K
*,High School,*,Asian-Pac-Islander,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,>50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,Black,<=50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,College,*,White,<=50K
*,College,*,Asian-Pac-Islander,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,>50K
*,College,*,Black,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,Other,>50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,Asian-Pac-Islander,>50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,College,*,White,<=50K
*,College,*,Black,<=50K
*,Advanced,*,White,<=50K
*,College,*,Asian-Pac-Islander,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,White,>50K
*,Advanced,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Amer-Indian-Eskimo,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,Advanced,*,Black,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,Black,<=50K
*,Advanced,*,White,>50K
*,Advanced,*,Asian-Pac-Islander,<=50K
*,High School,*,Asian-Pac-Islander,>50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,>50K
*,High School,*,White,>50K
*,Advanced,*,White,<=50K
*,Advanced,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,Amer-Indian-Eskimo,<=50K
*,High School,*,Black,<=50K
*,High School,*,White,>50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,Black,<=50K
*,College,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,>50K
*,Advanced,*,White,>50K
*,High School,*,Black,<=50K
*,High School,*,White,<=50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,College,*,White,>50K
*,High School,*,White,<=50K
*,Advanced,*,White,>50K
*,College,*,White,>50K
*,College,*,White,<=50K
*,High School,*,White,<=50K
*,Advanced,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
*,High School,*,White,<=50K
